Timestamp,User name,Task type,Start time,End time,Difficulty,Energy,Pressure
9/22/2025 10:07:58,khq,Work,5:00:00 PM,6:00:00 PM,1,-0.49972237645752315,0.0
9/22/2025 10:40:41,zjh,Rest,10:00:00 AM,10:30:00 AM,1,0.0,-0.49116997792494477
9/22/2025 10:41:23,syc,Work,9:00:00 AM,10:15:00 AM,3,-0.5674327293685382,0.8090786835248489
9/22/2025 10:45:52,zyx,Work,9:00:00 AM,10:20:00 AM,2,0.0,-0.9271506070782745
9/22/2025 10:47:21,zyx,Rest,10:20:00 AM,10:50:00 AM,1,0.0,0.0
9/22/2025 10:48:16,syc,Rest,10:15:00 AM,10:45:00 AM,1,0.9942004971002483,-0.49710024855012414
9/22/2025 11:06:32,khq,Rest,12:05:00 PM,1:30:00 PM,1,0.0,0.49238016070933766
9/22/2025 13:10:49,zyx,Work,10:20:00 AM,12:00:00 PM,3,0.0,0.946491849751949
9/22/2025 13:11:26,zyx,Food,12:00:00 PM,1:10:00 PM,1,-0.8416389811738649,-0.946491849751949
9/22/2025 13:11:34,syc,Food,12:00:00 PM,1:30:00 PM,1,1.883912006360986,-0.5154349423380593
9/22/2025 13:33:05,zjh,Work,10:30:00 AM,12:00:00 PM,2,-0.9459962756052143,0.43716625353015903
9/22/2025 13:33:25,zjh,Food,12:00:00 PM,1:30:00 AM,1,-0.9459962756052143,-0.054003724394785735
9/22/2025 15:45:42,zjh,Work,1:30:00 AM,3:00:00 AM,2,0.0,0.0
9/22/2025 17:02:35,zjh,Rest,3:00:00 PM,4:45:00 PM,1,1.0,0.0
9/22/2025 17:56:08,zyx,Work,1:10:00 PM,1:30:00 PM,2,0.3322259136212624,0.0
9/22/2025 17:57:21,zyx,Work,2:50:00 PM,3:30:00 PM,2,-0.17709202112871836,-0.1364922727996185
9/22/2025 17:57:48,zyx,Work,3:50:00 PM,4:30:00 PM,3,0.0,-0.17534094071806283
9/22/2025 17:58:31,zyx,Fun,5:00:00 PM,6:00:00 PM,2,0.0,-0.975609756097561
9/22/2025 17:59:15,zyx,Rest,4:30:00 PM,5:00:00 PM,1,0.0,0.0
9/22/2025 18:21:48,khq,Food,7:00:00 PM,8:00:00 PM,1,-0.3923278116826503,0.0
9/22/2025 18:22:34,khq,Rest,6:15:00 PM,7:00:00 PM,1,-0.29424585876198783,0.0
9/22/2025 18:28:11,zyx,Rest,1:30:00 PM,2:00:00 PM,1,0.4983388704318936,0.0
9/22/2025 18:28:44,zyx,Work,2:00:00 PM,2:50:00 PM,2,-0.8118337817505727,1.6458159577425633
9/22/2025 18:29:36,zyx,Food,6:00:00 PM,6:30:00 PM,1,-0.500579374275782,-0.024390243902439046
9/22/2025 18:30:53,jky,Work,9:00:00 AM,11:30:00 AM,2,-1.0,0.8542713606618102
9/22/2025 18:31:23,syc,Work,10:45:00 AM,12:00:00 PM,3,-1.3614044117738553,0.6807022058869276
9/22/2025 18:31:30,jky,Food,11:30:00 AM,12:00:00 PM,1,0.0,-0.57784911717496
9/22/2025 18:31:50,jky,Rest,12:00:00 PM,1:30:00 PM,1,0.9803609341825901,-0.02498372711998975
9/22/2025 18:31:52,syc,Work,1:30:00 PM,3:00:00 PM,2,-1.9734072022160665,1.5601825402655993
9/22/2025 18:32:17,jky,Work,1:30:00 PM,4:00:00 PM,2,-0.9803609341825901,1.9706629569035652
9/22/2025 18:32:25,syc,Rest,3:00:00 PM,3:30:00 PM,1,-0.02659279778393353,0.013296398891966987
9/22/2025 18:32:41,jky,Rest,4:00:00 PM,5:00:00 PM,1,-0.9023032143761074,-0.8926052370970825
9/22/2025 18:33:24,syc,Work,3:30:00 PM,5:00:00 PM,4,0.0,-0.7288343558282211
9/22/2025 18:33:45,jky,Work,5:00:00 PM,8:00:00 PM,3,0.9023032143761074,-2.0347544195976033
9/22/2025 18:33:55,syc,Rest,5:30:00 PM,6:30:00 PM,1,-0.86103781882146,0.713195249973205
9/22/2025 18:34:04,jky,Fun,8:00:00 PM,11:00:00 PM,1,0.0,-1.0739999220228869
9/22/2025 18:34:45,jky,Rest,11:00:00 PM,7:00:00 AM,1,-1.0,0.6932693670803252
9/22/2025 18:59:35,zyx,Work,6:30:00 PM,7:00:00 PM,1,-0.48551521908255646,0.006952703320830755
9/22/2025 20:50:09,syc,Work,6:30:00 PM,7:30:00 PM,4,0.0,-0.8027650797190322
9/22/2025 20:50:47,syc,Food,7:30:00 PM,9:00:00 PM,1,2.0654761904761907,-1.0493923514327128
9/22/2025 21:17:39,khq,Work,9:20:00 PM,12:00:00 AM,3,-11.331595239096606,0.0
9/22/2025 21:20:24,khq,Work,9:00:00 AM,10:20:00 AM,1,-1.2743309935595923,0.0
9/22/2025 21:20:40,khq,Rest,10:20:00 AM,10:40:00 AM,1,-0.3762935089369708,0.0
9/22/2025 21:20:57,khq,Work,10:40:00 AM,12:05:00 AM,1,-9.881393733265794,0.0
9/22/2025 21:21:54,khq,Rest,8:00:00 PM,9:20:00 PM,1,0.7907972899088263,0.0
9/22/2025 22:21:50,zyx,Fun,7:00:00 PM,8:00:00 PM,1,0.6586771567102736,0.3293385783551368
9/22/2025 22:22:23,zyx,Rest,8:00:00 PM,10:20:00 PM,1,1.3274174366480649,0.3448560310502926
9/22/2025 23:03:10,zjh,Work,4:45:00 AM,10:00:00 AM,4,0.0,0.0
9/22/2025 23:04:49,zjh,Fun,10:00:00 AM,11:00:00 AM,1,0.0,-0.9878587196467992
9/23/2025 0:20:49,khq,Work,12:00:00 AM,12:30:00 AM,2,0.05547679220859281,0.0
9/23/2025 0:33:51,zyx,Fun,10:20:00 PM,10:40:00 PM,1,0.0,0.0
9/23/2025 0:34:17,zyx,Fun,10:40:00 PM,11:40:00 AM,4,-0.3446749654218535,0.6553250345781465
9/23/2025 0:34:40,zyx,Rest,11:40:00 PM,12:40:00 AM,1,0.4266886326194399,1.0
9/23/2025 1:33:07,zyx,Work,12:40:00 AM,1:30:00 AM,3,-0.5491488193300382,0.0
9/23/2025 2:19:36,zyx,Work,1:30:00 AM,2:20:00 AM,2,-1.0241625480505219,0.0
9/23/2025 9:11:01,syc,Work,9:00:00 PM,11:00:00 PM,4,-2.024341637872416,1.0327426459933906
9/23/2025 9:11:19,zyx,Fun,2:20:00 AM,4:00:00 AM,1,0.0,0.0
9/23/2025 9:11:31,syc,Rest,11:00:00 PM,11:30:00 PM,1,-0.5040604872584711,0.2520302436292359
9/23/2025 9:11:37,zyx,Rest,4:00:00 AM,8:00:00 AM,1,3.9861332593773833,0.0
9/23/2025 9:11:51,khq,Food,12:00:00 PM,1:30:00 PM,1,1.5294276457883371,-0.9851280638942441
9/23/2025 9:12:06,zyx,Fun,8:00:00 AM,9:00:00 AM,1,0.013866740622616724,0.0
9/23/2025 9:13:18,zjh,Work,11:00:00 AM,12:30:00 PM,1,-1.0,0.0
9/23/2025 9:13:29,syc,Work,11:30:00 PM,12:30:00 AM,4,-1.9018573628498152,0.2436292355082612
9/23/2025 9:13:40,zjh,Fun,8:15:00 AM,9:00:00 AM,1,0.10073875083948991,0.0
9/23/2025 9:14:18,syc,Fun,12:30:00 AM,1:30:00 AM,1,0.5854011081667068,-0.12438868807144399
9/23/2025 10:14:37,khq,Work,9:00:00 AM,10:15:00 AM,1,-0.23848047707196596,0.0
9/23/2025 10:14:58,zjh,Work,9:00:00 AM,10:15:00 AM,1,0.0018282217744944873,0.0
9/23/2025 10:14:58,khq,Rest,10:15:00 AM,10:35:00 AM,1,-0.33361134278565485,0.0
9/23/2025 10:14:59,syc,Work,9:00:00 AM,10:15:00 AM,2,0.7605088495575223,-0.0051031256644691325
9/23/2025 10:15:55,zyx,Work,9:00:00 AM,10:15:00 AM,1,-1.0,0.24223085460599325
9/23/2025 10:35:51,zjh,Rest,10:15:00 AM,10:35:00 AM,1,0.0,0.0
9/23/2025 10:35:52,syc,Rest,10:15:00 AM,10:35:00 AM,1,-0.3318584070796464,0.0
9/23/2025 10:35:57,zyx,Rest,10:15:00 AM,10:35:00 AM,1,0.0,0.3329633740288569
9/23/2025 10:49:06,khq,Work,10:35:00 AM,11:59:00 AM,1,-0.4234083958854602,0.9686036904434041
9/23/2025 12:11:15,syc,Work,10:35:00 AM,12:00:00 PM,2,1.5496164842426587,0.0
9/23/2025 13:36:40,zjh,Food,12:00:00 PM,1:35:00 AM,1,0.017581764281807466,0.0
9/23/2025 14:01:38,zyx,Work,10:35:00 AM,11:50:00 AM,3,-0.8213001383125862,-0.39649436694743656
9/23/2025 14:02:21,zyx,Food,11:50:00 AM,1:00:00 PM,1,-1.1711600683336019,-0.17869986168741359
9/23/2025 14:02:44,syc,Food,12:00:00 PM,1:00:00 PM,1,-0.9660616562628368,0.9877947295423024
9/23/2025 14:02:49,zyx,Fun,1:00:00 PM,2:00:00 PM,1,0.9786594890088707,0.9861992823626828
9/23/2025 14:02:58,syc,Rest,1:00:00 PM,1:35:00 PM,1,-0.5781287496759746,0.012205270457697592
9/23/2025 14:59:28,khq,Work,1:30:00 PM,3:00:00 PM,1,-1.518214304787762,0.988786658999425
9/23/2025 15:00:26,khq,Rest,3:00:00 PM,3:20:00 PM,1,-0.3303447318746817,-0.30791804987353166
9/23/2025 15:02:24,syc,Work,1:35:00 PM,3:00:00 PM,4,-2.3837168085515072,0.0
9/23/2025 15:02:39,syc,Rest,3:00:00 PM,3:20:00 PM,1,-0.050359712230215736,0.6269078575466365
9/23/2025 17:35:19,khq,Work,3:20:00 PM,5:00:00 PM,3,-0.6808686091258933,-0.6808686091258933
9/23/2025 17:35:45,khq,Rest,5:00:00 PM,6:30:00 PM,1,0.6353476283300845,0.0
9/23/2025 20:14:38,zjh,Work,1:35:00 AM,3:00:00 AM,3,0.19028430714125832,0.0
9/23/2025 20:15:08,zjh,Rest,3:00:00 AM,3:20:00 AM,1,0.04477277815088421,0.0
9/23/2025 20:15:30,zjh,Work,3:20:00 AM,4:30:00 AM,2,0.15670472352809472,0.0
9/23/2025 20:15:58,zjh,Rest,4:30:00 AM,5:15:00 AM,1,0.10073875083948991,0.0
9/23/2025 21:15:40,zyx,Work,2:00:00 PM,4:00:00 PM,2,-1.9698058397397318,0.013800717637317161
9/23/2025 21:16:03,zyx,Work,4:00:00 PM,4:30:00 PM,3,-0.016393442622950838,0.47451621695284807
9/23/2025 21:16:39,zyx,Food,4:30:00 PM,5:30:00 AM,1,-1.4901199473063853,1.474516216952848
9/23/2025 21:17:16,zyx,Fun,5:30:00 PM,6:45:00 PM,1,1.5320018157058555,-1.0213345438039039
9/23/2025 21:17:53,zyx,Rest,6:45:00 PM,7:30:00 PM,1,0.9314897747742616,-0.5991829323649569
9/23/2025 21:18:30,zyx,Fun,7:30:00 PM,9:20:00 PM,2,-0.34608974668010006,0.31337437045327365
9/23/2025 22:38:36,zyx,Work,9:20:00 PM,10:40:00 PM,3,-0.6866256295467261,0.6866256295467263
9/23/2025 23:37:09,khq,Food,6:30:00 PM,8:00:00 PM,1,0.3646523716699155,0.0
9/23/2025 23:37:28,khq,Rest,8:00:00 PM,9:20:00 PM,1,1.0,0.0
9/23/2025 23:38:07,zyx,Fun,10:40:00 PM,11:30:00 PM,3,0.0,0.0
9/23/2025 23:38:58,khq,Work,9:20:00 PM,12:30:00 AM,1,0.9476052518029956,0.0
9/24/2025 0:23:11,zyx,Rest,11:30:00 PM,12:30:00 AM,1,2.300294025401559,1.827908267061217
9/24/2025 0:23:39,zjh,Work,5:15:00 PM,9:15:00 PM,3,-0.41488165686969847,0.7798287854467629
9/24/2025 0:24:09,zjh,Rest,9:15:00 PM,11:15:00 PM,1,-1.9261637239165328,-1.9261637239165328
9/24/2025 0:26:35,jky,Food,7:00:00 AM,8:00:00 AM,1,0.1311475409836067,0.13114754098360648
9/24/2025 0:26:58,jky,Work,8:00:00 AM,11:30:00 AM,2,-0.49220360024829324,0.004444444444444473
9/24/2025 0:27:25,jky,Food,11:30:00 AM,1:30:00 PM,1,-0.5033519553072625,0.7469212674692125
9/24/2025 0:27:50,jky,Work,1:30:00 PM,4:30:00 PM,3,-0.03438864628820948,-0.22972694432510776
9/24/2025 0:28:10,jky,Rest,4:30:00 PM,5:30:00 PM,1,0.5839262949011554,-0.9676566745311588
9/24/2025 0:28:31,jky,Work,5:30:00 PM,8:00:00 PM,2,-0.549537648612946,0.7592093963043118
9/24/2025 0:28:54,jky,Fun,8:00:00 PM,11:30:00 PM,1,0.0,2.382978723404255
9/24/2025 0:29:13,jky,Rest,11:30:00 PM,7:30:00 AM,1,-0.9299817850637524,2.7617439832577606
9/24/2025 1:06:34,zyx,Work,12:30:00 AM,1:05:00 AM,4,-0.5276142416596579,0.0
9/24/2025 1:35:19,zyx,Work,1:05:00 AM,1:35:00 AM,2,0.0,0.0
9/24/2025 1:49:38,zyx,Work,1:35:00 AM,1:50:00 AM,4,0.0,0.0
9/24/2025 9:03:31,syc,Work,3:30:00 PM,5:00:00 PM,4,1.9544956140350878,-0.9772478070175437
9/24/2025 9:03:57,syc,Food,5:00:00 PM,6:00:00 PM,1,-0.41447468806072196,0.43722688104317786
9/24/2025 9:04:27,syc,Rest,6:00:00 PM,8:00:00 PM,1,-0.5400209259743658,0.9966752010673026
9/24/2025 9:04:53,syc,Work,8:00:00 PM,11:00:00 PM,4,0.0,1.6059479553903349
9/24/2025 9:06:04,syc,Fun,11:00:00 PM,12:00:00 AM,1,-1.0,4.062602230483272
9/24/2025 9:06:42,syc,Food,12:00:00 AM,12:20:00 AM,1,0.0,0.0
9/24/2025 9:07:22,syc,Fun,12:20:00 AM,1:20:00 AM,1,0.038841022790438995,0.0
9/24/2025 9:08:52,zyx,Fun,1:50:00 AM,3:30:00 AM,1,0.24897109826589592,0.0
9/24/2025 9:09:13,zyx,Rest,3:30:00 AM,9:00:00 AM,1,1.7404645425458916,0.9894356408117875
9/24/2025 10:01:38,zyx,Rest,9:00:00 AM,9:30:00 AM,1,-0.479833636915322,-0.479833636915322
9/24/2025 10:02:05,zyx,Work,9:30:00 AM,10:00:00 AM,3,-0.5009741163373227,-0.5009741163373227
9/24/2025 10:28:33,zjh,Work,9:00:00 AM,10:15:00 AM,4,-1.0,1.7489901904212348
9/24/2025 10:51:14,khq,Work,9:00:00 AM,10:30:00 AM,1,-0.4669203747072599,0.0
9/24/2025 10:53:22,khq,Rest,10:30:00 AM,10:53:00 AM,1,-0.40398126463700246,0.0
9/24/2025 10:53:49,zjh,Rest,10:30:00 AM,10:53:00 AM,1,0.0,-0.39815349105597253
9/24/2025 10:53:59,syc,Work,9:00:00 AM,10:30:00 AM,3,-0.5060173087849669,0.0
9/24/2025 10:54:19,syc,Rest,10:30:00 AM,10:55:00 AM,1,0.41551246537396125,0.0
9/24/2025 11:45:44,khq,Work,10:53:00 AM,11:45:00 PM,1,-0.12909836065573765,2.6384574183181573
9/24/2025 11:45:58,khq,Food,11:45:00 AM,1:20:00 PM,1,0.9629998409671345,0.0
9/24/2025 14:29:56,khq,Work,1:26:00 PM,2:30:00 PM,1,-1.512679628557601,0.0
9/24/2025 14:51:33,khq,Rest,2:30:00 PM,2:50:00 PM,1,-0.7102693104468782,0.0
9/24/2025 17:18:36,khq,Work,2:50:00 PM,4:00:00 PM,1,-0.3847292098253918,0.0
9/24/2025 17:18:57,khq,Rest,4:00:00 PM,5:15:00 PM,1,0.5991425509110395,0.0
9/24/2025 20:36:05,khq,Work,5:15:00 PM,6:30:00 PM,1,0.4008574490889605,0.0
9/24/2025 20:36:21,khq,Food,7:00:00 PM,8:00:00 PM,1,0.0,0.0
