Timestamp,User name,Task type,Start time,End time,Difficulty,Energy,Pressure,duration,difficulty,type_encoded,Predicted_Energy_Loss,Predicted_Pressure_Increase
9/22/2025 10:07:58,khq,Work,5:00:00 PM,6:00:00 PM,1,-0.4997223764575231,0.0,60.0,1,3,-0.019823806048441688,0.028696680305731838
9/22/2025 10:40:41,zjh,Rest,10:00:00 AM,10:30:00 AM,1,0.0,-0.4911699779249447,30.0,1,2,-0.10607029118240525,-0.1778854633192013
9/22/2025 10:41:23,syc,Work,9:00:00 AM,10:15:00 AM,3,-0.5674327293685382,0.8090786835248489,75.0,3,3,-0.26408054283588156,0.6963994301745839
9/22/2025 10:45:52,zyx,Work,9:00:00 AM,10:20:00 AM,2,0.0,-0.9271506070782743,80.0,2,3,-0.4830761389090554,-0.2004960346848218
9/22/2025 10:47:21,zyx,Rest,10:20:00 AM,10:50:00 AM,1,0.0,0.0,30.0,1,2,-0.10607029118240525,-0.1778854633192013
9/22/2025 10:48:16,syc,Rest,10:15:00 AM,10:45:00 AM,1,0.9942004971002484,-0.4971002485501241,30.0,1,2,-0.10607029118240525,-0.1778854633192013
9/22/2025 11:06:32,khq,Rest,12:05:00 PM,1:30:00 PM,1,0.0,0.4923801607093376,85.0,1,2,0.4061222904575273,0.34432996014069306
9/22/2025 13:10:49,zyx,Work,10:20:00 AM,12:00:00 PM,3,0.0,0.946491849751949,100.0,3,3,-0.23173875459300342,0.5081293835211155
9/22/2025 13:11:26,zyx,Food,12:00:00 PM,1:10:00 PM,1,-0.8416389811738649,-0.946491849751949,70.0,1,0,-0.695068900392185,-0.6845791748155549
9/22/2025 13:11:34,syc,Food,12:00:00 PM,1:30:00 PM,1,1.883912006360986,-0.5154349423380593,90.0,1,0,0.8128742834609807,-0.08067029310738777
9/22/2025 13:33:05,zjh,Work,10:30:00 AM,12:00:00 PM,2,-0.9459962756052144,0.437166253530159,90.0,2,3,-1.3283416174688492,0.8864339487014147
9/22/2025 13:33:25,zjh,Food,12:00:00 PM,1:30:00 AM,1,-0.9459962756052144,-0.0540037243947857,810.0,1,0,0.3043378236563119,-0.95396400090151
9/22/2025 15:45:42,zjh,Work,1:30:00 AM,3:00:00 AM,2,0.0,0.0,90.0,2,3,-1.3283416174688492,0.8864339487014147
9/22/2025 17:02:35,zjh,Rest,3:00:00 PM,4:45:00 PM,1,1.0,0.0,105.0,1,2,0.7171976664317451,0.10358766042895493
9/22/2025 17:56:08,zyx,Work,1:10:00 PM,1:30:00 PM,2,0.3322259136212624,0.0,20.0,2,3,-0.14067555197939416,0.0021287590921845604
9/22/2025 17:57:21,zyx,Work,2:50:00 PM,3:30:00 PM,2,-0.1770920211287183,-0.1364922727996185,40.0,2,3,-0.09260816481624583,-0.07436743291261906
9/22/2025 17:57:48,zyx,Work,3:50:00 PM,4:30:00 PM,3,0.0,-0.1753409407180628,40.0,3,3,-0.03403076498843287,-0.11902844848091351
9/22/2025 17:58:31,zyx,Fun,5:00:00 PM,6:00:00 PM,2,0.0,-0.975609756097561,60.0,2,1,-0.16691815504032215,-0.8410832795551897
9/22/2025 17:59:15,zyx,Rest,4:30:00 PM,5:00:00 PM,1,0.0,0.0,30.0,1,2,-0.10607029118240525,-0.1778854633192013
9/22/2025 18:21:48,khq,Food,7:00:00 PM,8:00:00 PM,1,-0.3923278116826503,0.0,60.0,1,0,0.6398740388876252,-0.4742972597157412
9/22/2025 18:22:34,khq,Rest,6:15:00 PM,7:00:00 PM,1,-0.2942458587619878,0.0,45.0,1,2,-0.1989370954923954,0.011422630669955353
9/22/2025 18:28:11,zyx,Rest,1:30:00 PM,2:00:00 PM,1,0.4983388704318936,0.0,30.0,1,2,-0.10607029118240525,-0.1778854633192013
9/22/2025 18:28:44,zyx,Work,2:00:00 PM,2:50:00 PM,2,-0.8118337817505727,1.6458159577425633,50.0,2,3,-0.3512901073313428,0.628245372086533
9/22/2025 18:29:36,zyx,Food,6:00:00 PM,6:30:00 PM,1,-0.500579374275782,-0.024390243902439,30.0,1,0,0.19387325658505314,-0.093290178263849
9/22/2025 18:30:53,jky,Work,9:00:00 AM,11:30:00 AM,2,-1.0,0.8542713606618102,150.0,2,3,-0.22300223529540134,-0.04099473394649897
9/22/2025 18:31:23,syc,Work,10:45:00 AM,12:00:00 PM,3,-1.3614044117738553,0.6807022058869276,75.0,3,3,-0.26408054283588156,0.6963994301745839
9/22/2025 18:31:30,jky,Food,11:30:00 AM,12:00:00 PM,1,0.0,-0.57784911717496,30.0,1,0,0.19387325658505314,-0.093290178263849
9/22/2025 18:31:50,jky,Rest,12:00:00 PM,1:30:00 PM,1,0.98036093418259,-0.0249837271199897,90.0,1,2,0.19163913247333902,0.03213253462174984
9/22/2025 18:31:52,syc,Work,1:30:00 PM,3:00:00 PM,2,-1.9734072022160665,1.560182540265599,90.0,2,3,-1.3283416174688492,0.8864339487014147
9/22/2025 18:32:17,jky,Work,1:30:00 PM,4:00:00 PM,2,-0.98036093418259,1.9706629569035652,150.0,2,3,-0.22300223529540134,-0.04099473394649897
9/22/2025 18:32:25,syc,Rest,3:00:00 PM,3:30:00 PM,1,-0.0265927977839335,0.0132963988919669,30.0,1,2,-0.10607029118240525,-0.1778854633192013
9/22/2025 18:32:41,jky,Rest,4:00:00 PM,5:00:00 PM,1,-0.9023032143761074,-0.8926052370970825,60.0,1,2,-0.08222401128866688,0.13351270248199357
9/22/2025 18:33:24,syc,Work,3:30:00 PM,5:00:00 PM,4,0.0,-0.7288343558282211,90.0,4,3,-0.29627055403657454,-0.12478940062737251
9/22/2025 18:33:45,jky,Work,5:00:00 PM,8:00:00 PM,3,0.9023032143761074,-2.0347544195976033,180.0,3,3,-0.19139102592806245,-0.4700831162856122
9/22/2025 18:33:55,syc,Rest,5:30:00 PM,6:30:00 PM,1,-0.86103781882146,0.713195249973205,60.0,1,2,-0.08222401128866688,0.13351270248199357
9/22/2025 18:34:04,jky,Fun,8:00:00 PM,11:00:00 PM,1,0.0,-1.0739999220228869,180.0,1,1,0.0922408252567827,-0.32363053948727255
9/22/2025 18:34:45,jky,Rest,11:00:00 PM,7:00:00 AM,1,-1.0,0.6932693670803252,480.0,1,2,0.8565143865852022,-0.25563752905154014
9/22/2025 18:59:35,zyx,Work,6:30:00 PM,7:00:00 PM,1,-0.4855152190825564,0.0069527033208307,30.0,1,3,-0.19995587008760726,0.16689670658258685
9/22/2025 20:50:09,syc,Work,6:30:00 PM,7:30:00 PM,4,0.0,-0.8027650797190322,60.0,4,3,-0.4271217976659456,0.340704754202139
9/22/2025 20:50:47,syc,Food,7:30:00 PM,9:00:00 PM,1,2.0654761904761907,-1.0493923514327128,90.0,1,0,0.8128742834609807,-0.08067029310738777
9/22/2025 21:17:39,khq,Work,9:20:00 PM,12:00:00 AM,3,-11.331595239096606,0.0,160.0,3,3,-0.10181053871313349,-0.5947409668265012
9/22/2025 21:20:24,khq,Work,9:00:00 AM,10:20:00 AM,1,-1.2743309935595923,0.0,80.0,1,3,-0.9283181454241202,-0.06544669854257562
9/22/2025 21:20:40,khq,Rest,10:20:00 AM,10:40:00 AM,1,-0.3762935089369708,0.0,20.0,1,2,-0.07543184356501446,-0.0032970281016447473
9/22/2025 21:20:57,khq,Work,10:40:00 AM,12:05:00 AM,1,-9.881393733265794,0.0,805.0,1,3,-1.41664164204543,-0.054982945668335004
9/22/2025 21:21:54,khq,Rest,8:00:00 PM,9:20:00 PM,1,0.7907972899088263,0.0,80.0,1,2,0.9699955994199702,-0.009271506070782745
